,Date,Open,High,Low,Close,Vol
0,2010-01-10,20.245,20.26,20.245,20.255,34853.5
1,2010-01-17,20.16333333333333,20.17,20.15333333333333,20.16,38253.0
2,2010-01-24,18.37,18.375,18.35,18.36,41246.5
3,2010-01-31,18.22,18.225,18.215,18.22,52474.0
4,2010-02-07,18.4,18.425,18.385,18.425,71253.5
5,2010-02-14,18.35333333333333,18.383333333333333,18.35333333333333,18.376666666666665,108635.33333333334
6,2010-02-21,18.559600000000003,18.575,18.555,18.575,38173.5
7,2010-02-28,18.705,18.715,18.7,18.705,38040.0
8,2010-03-07,20.015,20.045,20.015,20.04,55053.5
9,2010-03-14,20.255000000000003,20.265,20.235,20.245,28860.0
10,2010-03-21,20.84006666666667,20.856666666666666,20.8394,20.846666666666668,2882.333333333333
11,2010-03-28,21.16,21.17333333333333,21.15333333333333,21.166666666666664,13918.0
12,2010-04-04,21.456666666666667,21.46333333333333,21.45,21.46333333333333,26673.0
13,2010-04-11,21.95,21.965,21.95,21.965,19749.0
14,2010-04-18,21.465,21.485,21.46,21.485,63684.0
15,2010-04-25,22.82,22.835,22.815,22.83,28196.5
16,2010-05-02,21.0625,21.08,21.04,21.06,81581.0
17,2010-05-09,19.3775,19.39,19.36,19.385,60784.0
18,2010-05-16,19.655,19.66,19.64,19.645,66542.0
19,2010-05-23,18.55,18.565,18.545,18.555,78901.0
20,2010-05-30,18.54,18.55,18.51333333333333,18.516666666666666,82543.33333333333
21,2010-06-06,18.32,18.345,18.315,18.34,69744.5
22,2010-06-13,19.145000000000003,19.145000000000003,19.125,19.125,16436.5
23,2010-06-20,19.07,19.075000000000003,19.06,19.07,28684.5
24,2010-06-27,18.865,18.885,18.86,18.86,43059.5
25,2010-07-04,17.316666666666666,17.323333333333334,17.30666666666667,17.31,55190.66666666666
26,2010-07-11,18.17,18.18,18.16,18.17,29802.5
27,2010-07-18,17.66,17.67,17.655,17.66,29805.5
28,2010-07-25,18.81,18.82,18.805,18.82,19157.5
29,2010-08-01,19.775,19.78,19.770000000000003,19.78,31079.5
30,2010-08-08,20.35,20.355,20.345,20.35,17141.5
31,2010-08-15,20.06,20.07,20.045,20.06,86554.5
32,2010-08-22,19.479,19.48,19.465,19.465,24807.0
33,2010-08-29,18.3208,18.325,18.31,18.315,41976.0
34,2010-09-05,19.023333333333333,19.03333333333333,19.0075,19.016666666666666,88724.66666666667
35,2010-09-12,19.16,19.185,19.155,19.17,77965.5
36,2010-09-19,19.567500000000003,19.57,19.555,19.56,42268.5
37,2010-09-26,19.9425,19.95,19.935,19.945,33968.0
38,2010-10-03,19.29,19.295,19.28,19.295,24011.0
39,2010-10-10,19.885,19.895,19.88,19.89,12068.0
40,2010-10-17,20.185,20.2,20.18,20.195,30539.0
41,2010-10-24,20.77,20.785,20.765,20.78,29059.5
42,2010-10-31,21.24,21.2475,21.175,21.176250000000003,106001.5
43,2010-11-07,22.08333333333333,22.08333333333333,22.056666666666665,22.063333333333333,8874.666666666666
44,2010-11-14,21.575,21.585,21.555,21.56,36969.5
45,2010-11-21,21.755,21.765,21.7525,21.76,34723.0
46,2010-11-28,21.686666666666667,21.686666666666667,21.68,21.686666666666667,11304.0
47,2010-12-05,22.705,22.725,22.700000000000003,22.715,67409.0
48,2010-12-12,22.765,22.775,22.745,22.7699,52945.5
49,2010-12-19,23.49,23.5,23.485,23.49,31873.0
50,2010-12-26,23.89333333333333,23.90333333333333,23.89333333333333,23.90333333333333,18656.0
51,2011-01-02,23.98333333333333,23.98333333333333,23.973333333333333,23.98,18890.666666666668
52,2011-01-09,23.442500000000003,23.445,23.435,23.445,17776.0
53,2011-01-16,24.366666666666667,24.38,24.36,24.3775,47083.33333333333
54,2011-01-23,24.44,24.44,24.43,24.44,7555.0
55,2011-01-30,24.4275,24.44,24.42,24.43,42824.0
56,2011-02-06,26.6475,26.68,26.64,26.68,35889.0
57,2011-02-13,28.880000000000003,28.89,28.875,28.880000000000003,40853.5
58,2011-02-20,28.718333333333334,28.73333333333333,28.7,28.73,115562.0
59,2011-02-27,28.5275,28.53,28.5,28.505000000000003,54459.0
60,2011-03-06,28.16,28.165,28.135,28.155,15433.5
61,2011-03-13,27.05,27.06,27.035,27.06,20931.0
62,2011-03-20,25.21,25.225,25.206666666666667,25.223333333333333,3333.333333333333
63,2011-03-27,25.3168,25.32333333333333,25.316666666666663,25.32,7358.0
64,2011-04-03,27.836,27.85,27.82,27.845,39170.0
65,2011-04-10,28.22,28.225,28.21,28.225,15667.5
66,2011-04-17,27.89,27.9,27.8775,27.9,25457.5
67,2011-04-24,27.33333333333333,27.343333333333334,27.32333333333333,27.326666666666664,16477.333333333332
68,2011-05-01,27.1385,27.15,27.12,27.1208,24704.5
69,2011-05-08,26.995,26.995,26.965,26.97,25249.0
70,2011-05-15,26.575,26.575,26.56,26.56,45514.5
71,2011-05-22,25.24,25.24,25.225,25.2295,27619.5
72,2011-05-29,25.42333333333333,25.433333333333334,25.40333333333333,25.406666666666663,67612.33333333333
73,2011-06-05,23.81005,23.815,23.805,23.805,21551.5
74,2011-06-12,23.815,23.82,23.805,23.815,20398.0
75,2011-06-19,23.8,23.8175,23.79,23.8025,19767.5
76,2011-06-26,23.5225,23.535,23.515,23.535,33362.0
77,2011-07-03,26.166666666666664,26.17,26.156666666666663,26.168333333333333,16543.333333333332
78,2011-07-10,24.762500000000003,24.77,24.75,24.76,25384.0
79,2011-07-17,23.23,23.24,23.215,23.22,41760.0
80,2011-07-24,24.175,24.18,24.165,24.17,25861.0
81,2011-07-31,24.145000000000003,24.165,24.12,24.14,28756.5
82,2011-08-07,21.615,21.62,21.595,21.6075,36997.0
83,2011-08-14,23.305,23.315,23.285,23.2905,24821.5
84,2011-08-21,21.0625,21.09,21.045,21.085,32856.5
85,2011-08-28,23.085,23.11,23.07,23.095,34539.0
86,2011-09-04,22.296466666666667,22.313333333333333,22.266666666666666,22.273333333333333,91126.66666666669
87,2011-09-11,22.545,22.55,22.515,22.520000000000003,51158.0
88,2011-09-18,25.015,25.05,24.935,25.015,225834.0
89,2011-09-25,24.665,24.695,24.66,24.69,28055.5
90,2011-10-02,22.78,22.7925,22.745,22.75,52010.0
91,2011-10-09,24.545,24.605,24.535,24.6,42673.0
92,2011-10-16,25.165,25.18,25.130000000000003,25.16,39593.5
93,2011-10-23,25.365,25.39,25.35,25.365,48235.0
94,2011-10-30,25.40015,25.405,25.39,25.39515,41086.5
95,2011-11-06,25.4475,25.48,25.445,25.47,17981.5
96,2011-11-13,26.37,26.4125,26.37,26.380000000000003,24164.5
97,2011-11-20,25.465,25.4725,25.45,25.465000000000003,19656.5
98,2011-11-27,25.00723333333333,25.02723333333333,24.9939,25.020566666666667,5962.0
99,2011-12-04,26.09,26.0925,26.0375,26.0375,21435.5
100,2011-12-11,25.11,25.115,25.0875,25.1075,23849.5
101,2011-12-18,23.92,23.925,23.9075,23.92,41226.0
102,2011-12-25,24.7,24.71,24.7,24.706666666666667,10992.666666666668
103,2012-01-01,24.736666666666665,24.736666666666665,24.71333333333333,24.71333333333333,18654.666666666664
104,2012-01-08,24.380000000000003,24.385,24.380000000000003,24.380000000000003,12478.0
105,2012-01-15,24.773333333333333,24.78333333333333,24.77,24.776666666666667,24689.333333333336
106,2012-01-22,25.375,25.41,25.375,25.41,27421.0
107,2012-01-29,25.715000000000003,25.715000000000003,25.7075,25.71,12346.5
108,2012-02-05,25.145,25.155,25.1375,25.1525,41201.0
109,2012-02-12,26.18,26.19,26.18,26.18,11878.5
110,2012-02-19,26.746666666666663,26.76,26.74,26.746666666666663,24867.333333333336
111,2012-02-26,26.765,26.765,26.7575,26.765,14351.5
112,2012-03-04,26.1625,26.1725,26.15,26.1675,18621.5
113,2012-03-11,25.98,25.99,25.975,25.99,32537.0
114,2012-03-18,26.725,26.74,26.7,26.72,34182.5
115,2012-03-25,26.925,26.925,26.9,26.905,22561.5
116,2012-04-01,25.9225,25.925,25.915,25.92,23758.0
117,2012-04-08,25.418333333333333,25.43,25.39333333333333,25.406666666666663,40396.0
118,2012-04-15,24.54,24.55,24.52,24.53,19981.0
119,2012-04-22,25.04,25.0475,25.025,25.04,43896.0
120,2012-04-29,24.855,24.875,24.845,24.85,50379.0
121,2012-05-06,23.58,23.58,23.555,23.56,33181.0
122,2012-05-13,23.4725,23.48,23.46,23.47,38083.0
123,2012-05-20,22.425,22.44,22.39,22.405,162447.0
124,2012-05-27,22.093333333333334,22.11,22.08333333333333,22.10333333333333,19447.666666666668
125,2012-06-03,21.4,21.42,21.38,21.385,40042.5
126,2012-06-10,21.762500000000003,21.785,21.76,21.775,34230.5
127,2012-06-17,21.58,21.6,21.57,21.585,37283.0
