,Date,Close,Open,High,Low,Vol.,Change %
0,2010-01-10,1146.3133333333333,1144.1466666666668,1148.29,1140.0866666666666,,
1,2010-01-17,1143.13,1141.875,1149.11,1133.58,,
2,2010-01-24,1095.1066666666666,1100.0966666666668,1107.1433333333334,1091.66,,
3,2010-01-31,1084.0833333333333,1078.4633333333334,1091.736666666667,1073.1233333333334,,
4,2010-02-07,1059.89,1065.0466666666666,1069.8433333333337,1052.506666666667,,
5,2010-02-14,1085.19,1077.54,1086.74,1071.0500000000002,,
6,2010-02-21,1108.3966666666668,1108.496666666667,1112.3333333333333,1103.8533333333337,,
7,2010-02-28,1111.97,1104.6066666666666,1113.1533333333332,1102.76,,
8,2010-03-07,1138.5666666666666,1133.9733333333334,1140.493333333333,1132.8866666666663,,
9,2010-03-14,1150.3366666666666,1149.59,1151.79,1143.29,,
10,2010-03-21,1163.84,1160.3933333333334,1168.28,1153.6966666666667,,
11,2010-03-28,1171.01,1167.6666666666667,1174.5433333333333,1165.6333333333334,,
12,2010-04-04,1185.105,1176.84,1186.155,1176.705,,
13,2010-04-11,1195.7766666666666,1192.45,1197.6866666666667,1192.19,,
14,2010-04-18,1195.7233333333334,1198.0966666666666,1201.97,1184.71,,
15,2010-04-25,1213.7933333333333,1214.003333333333,1218.96,1209.08,,
16,2010-05-02,1197.07,1194.6433333333332,1206.0833333333337,1187.8266666666666,,
17,2010-05-09,1143.4466666666667,1123.86,1154.2766666666666,1112.8966666666668,,
18,2010-05-16,1136.52,1143.41,1146.9833333333331,1118.6866666666667,,
19,2010-05-23,1078.3300000000002,1078.94,1090.02,1067.1,,
20,2010-05-30,1080.06,1094.945,1098.6799999999998,1077.335,,
21,2010-06-06,1055.2733333333333,1076.7033333333334,1080.3833333333332,1053.4066666666663,,
22,2010-06-13,1090.2866666666666,1090.8833333333334,1101.3566666666668,1085.06,,
23,2010-06-20,1114.6366666666668,1120.58,1127.8233333333333,1110.1366666666668,,
24,2010-06-27,1075.3,1076.7,1082.9199999999998,1070.263333333333,,
25,2010-07-04,1025.32,1027.87,1037.725,1017.14,,
26,2010-07-11,1078.486666666667,1074.986666666667,1079.9066666666668,1069.6666666666667,,
27,2010-07-18,1069.1266666666668,1075.85,1081.0833333333333,1061.8466666666666,,
28,2010-07-25,1110.8933333333334,1099.3166666666668,1111.25,1096.8266666666666,,
29,2010-08-01,1117.7733333333333,1104.5,1120.3466666666666,1101.0233333333333,,
30,2010-08-08,1125.74,1122.5566666666666,1127.18,1116.3300000000002,,
31,2010-08-15,1079.3366666666668,1079.0666666666666,1083.83,1072.66,,
32,2010-08-22,1068.8033333333333,1074.1166666666666,1079.5966666666666,1066.0233333333333,,
33,2010-08-29,1054.1433333333334,1058.3566666666668,1064.67,1045.76,,
34,2010-09-05,1098.175,1098.105,1103.85,1092.38,,
35,2010-09-12,1117.7833333333333,1110.4433333333334,1119.54,1110.2266666666667,,
36,2010-09-19,1137.003333333333,1126.51,1140.3966666666663,1125.19,,
37,2010-09-26,1144.3300000000002,1142.99,1149.5800000000002,1138.5633333333333,,
38,2010-10-03,1140.1,1144.47,1148.8733333333334,1134.3866666666663,,
39,2010-10-10,1165.263333333333,1163.0,1168.3633333333337,1159.8733333333332,,
40,2010-10-17,1181.87,1177.0433333333333,1184.0866666666666,1172.0733333333333,,
41,2010-10-24,1184.7733333333333,1183.3333333333333,1192.0700000000002,1182.8233333333333,,
42,2010-10-31,1184.006666666667,1185.0966666666666,1192.36,1178.3333333333337,,
43,2010-11-07,1224.1166666666666,1222.56,1225.4066666666663,1218.4633333333334,,
