Date,Date,Open,High,Low,Close
2011-05-24,2011-05-24 17:04:00,1316.29,1316.29,1316.28,1316.28
2011-05-25,2011-05-25 17:03:00,1320.49,1320.49,1320.48,1320.48
2011-05-26,2011-05-26 17:05:00,1325.69,1325.69,1325.69,1325.69
2011-05-27,2011-05-27 17:05:00,1331.1,1331.1,1331.1,1331.1
2011-05-31,2011-05-31 17:07:00,1345.2,1345.2,1345.2,1345.2
2011-06-01,2011-06-01 17:04:00,1314.53,1314.54,1314.53,1314.54
2011-06-02,2011-06-02 17:04:00,1312.94,1312.94,1312.94,1312.94
2011-06-03,2011-06-03 17:04:00,1300.16,1300.16,1300.16,1300.16
2011-06-06,2011-06-06 17:03:00,1286.17,1286.17,1286.17,1286.17
2011-06-07,2011-06-07 17:05:00,1284.95,1284.95,1284.95,1284.95
2011-06-08,2011-06-08 17:05:00,1279.56,1279.56,1279.56,1279.56
2011-06-09,2011-06-09 17:05:00,1289.0,1289.0,1289.0,1289.0
2011-06-10,2011-06-10 17:04:00,1270.98,1270.98,1270.97,1270.97
2011-06-13,2011-06-13 17:04:00,1271.83,1271.83,1271.83,1271.83
2011-06-14,2011-06-14 17:04:00,1287.87,1287.87,1287.87,1287.87
2011-06-15,2011-06-15 17:05:00,1265.42,1265.43,1265.42,1265.43
2011-06-16,2011-06-16 17:04:00,1267.64,1267.64,1267.64,1267.64
2011-06-17,2011-06-17 17:05:00,1271.5,1271.5,1271.5,1271.5
2011-06-20,2011-06-20 17:04:00,1278.36,1278.36,1278.36,1278.36
2011-06-21,2011-06-21 17:03:00,1295.52,1295.52,1295.52,1295.52
2011-06-22,2011-06-22 17:04:00,1287.14,1287.14,1287.14,1287.14
2011-06-23,2011-06-23 17:04:00,1283.51,1283.51,1283.51,1283.51
2011-06-24,2011-06-24 17:10:00,1268.45,1268.45,1268.45,1268.45
2011-06-27,2011-06-27 17:09:00,1280.1,1280.1,1280.1,1280.1
2011-06-28,2011-06-28 17:04:00,1296.67,1296.67,1296.67,1296.67
2011-06-29,2011-06-29 17:05:00,1307.41,1307.41,1307.41,1307.41
2011-06-30,2011-06-30 17:07:00,1320.64,1320.64,1320.64,1320.64
2011-07-01,2011-07-01 17:04:00,1339.65,1339.67,1339.65,1339.67
2011-07-05,2011-07-05 17:05:00,1337.88,1337.88,1337.88,1337.88
2011-07-06,2011-07-06 17:05:00,1339.22,1339.22,1339.22,1339.22
2011-07-07,2011-07-07 17:04:00,1353.22,1353.22,1353.22,1353.22
2011-07-08,2011-07-08 17:05:00,1343.81,1343.81,1343.81,1343.81
2011-07-11,2011-07-11 17:03:00,1319.49,1319.49,1319.49,1319.49
2011-07-12,2011-07-12 17:04:00,1313.64,1313.64,1313.64,1313.64
2011-07-13,2011-07-13 17:04:00,1317.72,1317.72,1317.72,1317.72
2011-07-14,2011-07-14 17:04:00,1308.87,1308.87,1308.87,1308.87
2011-07-15,2011-07-15 17:08:00,1316.14,1316.14,1316.14,1316.14
2011-07-18,2011-07-18 17:04:00,1305.44,1305.44,1305.44,1305.44
2011-07-19,2011-07-19 17:04:00,1326.73,1326.73,1326.73,1326.73
2011-07-20,2011-07-20 17:05:00,1325.85,1325.85,1325.84,1325.84
2011-07-21,2011-07-21 17:02:00,1343.82,1343.82,1343.8,1343.8
2011-07-22,2011-07-22 17:06:00,1345.02,1345.02,1345.02,1345.02
2011-07-25,2011-07-25 17:05:00,1337.43,1337.43,1337.43,1337.43
2011-07-26,2011-07-26 17:04:00,1331.94,1331.94,1331.94,1331.94
2011-07-27,2011-07-27 17:04:00,1304.89,1304.89,1304.89,1304.89
2011-07-28,2011-07-28 17:05:00,1300.68,1300.68,1300.67,1300.67
2011-07-29,2011-07-29 17:06:00,1292.28,1292.28,1292.28,1292.28
2011-08-01,2011-08-01 17:06:00,1286.95,1286.95,1286.94,1286.94
2011-08-02,2011-08-02 17:09:00,1254.04,1254.05,1254.04,1254.05
2011-08-03,2011-08-03 17:03:00,1260.34,1260.34,1260.34,1260.34
2011-08-04,2011-08-04 17:07:00,1200.07,1200.07,1200.07,1200.07
2011-08-05,2011-08-05 17:08:00,1199.38,1199.38,1199.38,1199.38
2011-08-08,2011-08-08 17:07:00,1119.46,1119.46,1119.46,1119.46
2011-08-09,2011-08-09 17:07:00,1172.53,1172.53,1172.53,1172.53
2011-08-10,2011-08-10 17:08:00,1120.76,1120.76,1120.76,1120.76
2011-08-11,2011-08-11 17:10:00,1172.63,1172.64,1172.63,1172.64
2011-08-12,2011-08-12 17:07:00,1178.81,1178.81,1178.81,1178.81
2011-08-15,2011-08-15 17:05:00,1204.49,1204.49,1204.49,1204.49
2011-08-16,2011-08-16 17:04:00,1192.76,1192.76,1192.76,1192.76
2011-08-17,2011-08-17 17:03:00,1193.87,1193.88,1193.87,1193.88
2011-08-18,2011-08-18 17:06:00,1140.65,1140.65,1140.65,1140.65
2011-08-19,2011-08-19 17:06:00,1123.53,1123.53,1123.53,1123.53
2011-08-22,2011-08-22 17:05:00,1123.82,1123.82,1123.82,1123.82
2011-08-23,2011-08-23 17:05:00,1162.35,1162.35,1162.35,1162.35
2011-08-24,2011-08-24 17:03:00,1177.6,1177.6,1177.6,1177.6
2011-08-25,2011-08-25 17:05:00,1159.27,1159.27,1159.27,1159.27
2011-08-26,2011-08-26 17:05:00,1176.8,1176.8,1176.8,1176.8
2011-08-29,2011-08-29 17:06:00,1210.09,1210.09,1210.08,1210.08
2011-08-30,2011-08-30 17:04:00,1212.91,1212.92,1212.91,1212.92
2011-08-31,2011-08-31 17:05:00,1218.89,1218.89,1218.89,1218.89
2011-09-01,2011-09-01 17:04:00,1204.42,1204.42,1204.42,1204.42
2011-09-02,2011-09-02 17:08:00,1173.97,1173.97,1173.97,1173.97
2011-09-05,2011-09-05 17:16:00,1173.97,1173.97,1173.97,1173.97
2011-09-06,2011-09-06 17:16:00,1165.24,1165.24,1165.24,1165.24
2011-09-07,2011-09-07 17:16:00,1198.62,1198.62,1198.62,1198.62
2011-09-08,2011-09-08 17:16:00,1185.9,1185.9,1185.9,1185.9
2011-09-09,2011-09-09 17:16:00,1154.23,1154.23,1154.23,1154.23
2011-09-12,2011-09-12 17:16:00,1162.27,1162.27,1162.27,1162.27
2011-09-13,2011-09-13 17:16:00,1172.87,1172.87,1172.87,1172.87
2011-09-14,2011-09-14 17:16:00,1188.68,1188.68,1188.68,1188.68
2011-09-15,2011-09-15 17:16:00,1209.11,1209.11,1209.11,1209.11
2011-09-16,2011-09-16 17:16:00,1216.01,1216.01,1216.01,1216.01
2011-09-19,2011-09-19 17:16:00,1204.09,1204.09,1204.09,1204.09
2011-09-20,2011-09-20 17:16:00,1202.09,1202.09,1202.09,1202.09
2011-09-21,2011-09-21 17:16:00,1166.76,1166.76,1166.76,1166.76
2011-09-22,2011-09-22 17:16:00,1129.56,1129.56,1129.56,1129.56
2011-09-23,2011-09-23 17:16:00,1136.43,1136.43,1136.43,1136.43
2011-09-26,2011-09-26 17:16:00,1162.95,1162.95,1162.95,1162.95
2011-09-27,2011-09-27 17:16:00,1175.38,1175.38,1175.38,1175.38
2011-09-28,2011-09-28 17:16:00,1151.06,1151.06,1151.06,1151.06
2011-09-29,2011-09-29 17:16:00,1160.4,1160.4,1160.4,1160.4
2011-09-30,2011-09-30 17:16:00,1131.42,1131.42,1131.42,1131.42
2011-10-03,2011-10-03 17:16:00,1099.23,1099.23,1099.23,1099.23
2011-10-04,2011-10-04 17:16:00,1123.95,1123.95,1123.95,1123.95
2011-10-05,2011-10-05 17:31:00,1144.03,1144.03,1144.03,1144.03
2011-10-06,2011-10-06 17:16:00,1164.97,1164.97,1164.97,1164.97
2011-10-07,2011-10-07 17:16:00,1155.46,1155.46,1155.46,1155.46
2011-10-10,2011-10-10 17:16:00,1194.89,1194.89,1194.89,1194.89
2011-10-11,2011-10-11 17:16:00,1195.54,1195.54,1195.54,1195.54
2011-10-12,2011-10-12 17:16:00,1207.25,1207.25,1207.25,1207.25
2011-10-13,2011-10-13 17:16:00,1203.66,1203.66,1203.66,1203.66
2011-10-14,2011-10-14 17:16:00,1224.58,1224.58,1224.58,1224.58
2011-10-17,2011-10-17 17:16:00,1200.86,1200.86,1200.86,1200.86
2011-10-18,2011-10-18 17:16:00,1225.38,1225.38,1225.38,1225.38
2011-10-19,2011-10-19 17:16:00,1209.88,1209.88,1209.88,1209.88
2011-10-20,2011-10-20 17:16:00,1215.39,1215.39,1215.39,1215.39
2011-10-21,2011-10-21 17:16:00,1238.25,1238.25,1238.25,1238.25
2011-10-24,2011-10-24 17:16:00,1254.19,1254.19,1254.19,1254.19
2011-10-25,2011-10-25 17:16:00,1229.05,1229.05,1229.05,1229.05
2011-10-26,2011-10-26 17:16:00,1242.0,1242.0,1242.0,1242.0
2011-10-27,2011-10-27 17:16:00,1284.59,1284.59,1284.59,1284.59
2011-10-28,2011-10-28 17:38:00,1285.09,1285.09,1285.09,1285.09
2011-10-31,2011-10-31 17:16:00,1253.3,1253.3,1253.3,1253.3
2011-11-01,2011-11-01 17:16:00,1218.28,1218.28,1218.28,1218.28
2011-11-02,2011-11-02 17:16:00,1237.9,1237.9,1237.9,1237.9
2011-11-03,2011-11-03 17:16:00,1261.15,1261.15,1261.15,1261.15
2011-11-04,2011-11-04 17:16:00,1253.23,1253.23,1253.23,1253.23
2011-11-07,2011-11-07 18:04:00,1261.12,1261.12,1261.12,1261.12
2011-11-08,2011-11-08 18:07:00,1275.92,1275.92,1275.92,1275.92
2011-11-09,2011-11-09 18:04:00,1229.11,1229.11,1229.1,1229.1
2011-11-10,2011-11-10 18:05:00,1239.7,1239.7,1239.69,1239.7
2011-11-11,2011-11-11 18:04:00,1263.85,1263.85,1263.85,1263.85
2011-11-14,2011-11-14 18:11:00,1251.78,1251.78,1251.78,1251.78
2011-11-15,2011-11-15 18:05:00,1257.81,1257.81,1257.81,1257.81
2011-11-16,2011-11-16 18:12:00,1236.91,1236.91,1236.91,1236.91
2011-11-17,2011-11-17 18:13:00,1216.13,1216.13,1216.13,1216.13
2011-11-18,2011-11-18 18:05:00,1215.65,1215.65,1215.65,1215.65
2011-11-21,2011-11-21 18:07:00,1192.98,1192.98,1192.98,1192.98
2011-11-22,2011-11-22 18:08:00,1188.04,1188.04,1188.04,1188.04
2011-11-23,2011-11-23 18:06:00,1161.79,1161.79,1161.79,1161.79
2011-11-24,2011-11-24 17:16:00,1161.79,1161.79,1161.79,1161.79
2011-11-25,2011-11-25 17:16:00,1158.67,1158.67,1158.67,1158.67
2011-11-28,2011-11-28 18:04:00,1192.55,1192.55,1192.55,1192.55
2011-11-29,2011-11-29 18:05:00,1195.19,1195.19,1195.19,1195.19
2011-11-30,2011-11-30 18:10:00,1246.96,1246.96,1246.96,1246.96
2011-12-01,2011-12-01 18:14:00,1244.58,1244.58,1244.58,1244.58
2011-12-02,2011-12-02 18:03:00,1244.26,1244.28,1244.26,1244.28
2011-12-05,2011-12-05 18:04:00,1257.08,1257.08,1257.08,1257.08
2011-12-06,2011-12-06 18:04:00,1258.46,1258.47,1258.46,1258.47
2011-12-07,2011-12-07 18:06:00,1261.01,1261.01,1261.01,1261.01
2011-12-08,2011-12-08 18:07:00,1234.36,1234.36,1234.35,1234.35
2011-12-09,2011-12-09 18:04:00,1255.18,1255.19,1255.18,1255.19
2011-12-12,2011-12-12 18:08:00,1236.48,1236.48,1236.47,1236.47
2011-12-13,2011-12-13 18:05:00,1225.73,1225.73,1225.73,1225.73
2011-12-14,2011-12-14 18:02:00,1211.79,1211.82,1211.79,1211.82
2011-12-15,2011-12-15 18:12:00,1215.75,1215.75,1215.75,1215.75
2011-12-16,2011-12-16 18:12:00,1219.66,1219.66,1219.66,1219.66
2011-12-19,2011-12-19 18:05:00,1205.35,1205.35,1205.35,1205.35
2011-12-20,2011-12-20 18:08:00,1241.29,1241.3,1241.29,1241.3
2011-12-21,2011-12-21 18:08:00,1243.72,1243.72,1243.72,1243.72
2011-12-22,2011-12-22 18:06:00,1254.01,1254.01,1254.0,1254.0
2011-12-23,2011-12-23 18:04:00,1265.31,1265.33,1265.31,1265.33
2011-12-26,2011-12-26 17:16:00,1265.33,1265.33,1265.33,1265.33
2011-12-27,2011-12-27 18:45:00,1265.43,1265.43,1265.43,1265.43
2011-12-28,2011-12-28 18:07:00,1249.64,1249.64,1249.64,1249.64
2011-12-29,2011-12-29 18:07:00,1263.02,1263.02,1263.02,1263.02
2011-12-30,2011-12-30 18:10:00,1257.6,1257.6,1257.6,1257.6
2012-01-02,2012-01-02 17:16:00,1257.6,1257.6,1257.6,1257.6
2012-01-03,2012-01-03 18:07:00,1277.06,1277.06,1277.05,1277.06
2012-01-04,2012-01-04 18:03:00,1277.31,1277.31,1277.29,1277.3
2012-01-05,2012-01-05 18:06:00,1281.06,1281.06,1281.06,1281.06
2012-01-06,2012-01-06 18:03:00,1277.82,1277.82,1277.81,1277.81
2012-01-09,2012-01-09 18:04:00,1280.69,1280.7,1280.69,1280.7
2012-01-10,2012-01-10 18:06:00,1292.08,1292.08,1292.07,1292.08
2012-01-11,2012-01-11 18:08:00,1292.48,1292.48,1292.48,1292.48
2012-01-12,2012-01-12 18:03:00,1295.49,1295.5,1295.49,1295.5
2012-01-13,2012-01-13 18:06:00,1289.1,1289.1,1289.09,1289.09
2012-01-16,2012-01-16 17:16:00,1289.09,1289.09,1289.09,1289.09
2012-01-17,2012-01-17 18:06:00,1293.67,1293.67,1293.67,1293.67
2012-01-18,2012-01-18 18:05:00,1308.04,1308.04,1308.04,1308.04
2012-01-19,2012-01-19 18:03:00,1314.51,1314.51,1314.5,1314.5
2012-01-20,2012-01-20 18:05:00,1315.38,1315.38,1315.38,1315.38
2012-01-23,2012-01-23 18:04:00,1316.0,1316.0,1316.0,1316.0
2012-01-24,2012-01-24 18:33:00,1314.65,1314.65,1314.65,1314.65
2012-01-25,2012-01-25 18:04:00,1326.06,1326.06,1326.06,1326.06
2012-01-26,2012-01-26 18:42:00,1318.43,1318.43,1318.43,1318.43
2012-01-27,2012-01-27 18:33:00,1316.33,1316.33,1316.33,1316.33
2012-01-30,2012-01-30 18:32:00,1313.01,1313.01,1313.01,1313.01
2012-01-31,2012-01-31 18:32:00,1312.41,1312.41,1312.41,1312.41
2012-02-01,2012-02-01 18:41:00,1324.09,1324.09,1324.09,1324.09
2012-02-02,2012-02-02 18:06:00,1325.55,1325.55,1325.54,1325.54
2012-02-03,2012-02-03 18:05:00,1344.9,1344.9,1344.9,1344.9
2012-02-06,2012-02-06 18:05:00,1344.33,1344.33,1344.33,1344.33
2012-02-07,2012-02-07 18:10:00,1347.05,1347.05,1347.05,1347.05
2012-02-08,2012-02-08 18:05:00,1349.96,1349.96,1349.96,1349.96
2012-02-09,2012-02-09 18:05:00,1351.96,1351.96,1351.95,1351.95
2012-02-10,2012-02-10 18:00:00,1341.37,1342.59,1341.37,1342.59
2012-02-13,2012-02-13 19:16:00,1351.77,1351.77,1351.77,1351.77
2012-02-14,2012-02-14 19:16:00,1350.5,1350.5,1350.5,1350.5
2012-02-15,2012-02-15 19:16:00,1343.23,1343.23,1343.23,1343.23
2012-02-16,2012-02-16 19:16:00,1358.04,1358.04,1358.04,1358.04
2012-02-17,2012-02-17 19:16:00,1361.23,1361.23,1361.23,1361.23
2012-02-20,2012-02-20 19:16:00,1361.23,1361.23,1361.23,1361.23
2012-02-21,2012-02-21 19:16:00,1362.21,1362.21,1362.21,1362.21
2012-02-22,2012-02-22 19:16:00,1357.66,1357.66,1357.66,1357.66
2012-02-23,2012-02-23 19:16:00,1363.46,1363.46,1363.46,1363.46
2012-02-24,2012-02-24 19:16:00,1365.74,1365.74,1365.74,1365.74
2012-02-27,2012-02-27 19:16:00,1367.59,1367.59,1367.59,1367.59
2012-02-28,2012-02-28 19:16:00,1372.18,1372.18,1372.18,1372.18
2012-02-29,2012-02-29 19:16:00,1365.68,1365.68,1365.68,1365.68
2012-03-01,2012-03-01 19:16:00,1374.09,1374.09,1374.09,1374.09
2012-03-02,2012-03-02 19:16:00,1369.63,1369.63,1369.63,1369.63
2012-03-05,2012-03-05 19:16:00,1364.33,1364.33,1364.33,1364.33
2012-03-06,2012-03-06 19:16:00,1343.36,1343.36,1343.36,1343.36
2012-03-07,2012-03-07 19:16:00,1352.63,1352.63,1352.63,1352.63
2012-03-08,2012-03-08 19:16:00,1365.91,1365.91,1365.91,1365.91
2012-03-09,2012-03-09 19:16:00,1370.87,1370.87,1370.87,1370.87
2012-03-12,2012-03-12 19:16:00,1371.09,1371.09,1371.09,1371.09
2012-03-13,2012-03-13 19:16:00,1395.95,1395.95,1395.95,1395.95
2012-03-14,2012-03-14 19:16:00,1394.28,1394.28,1394.28,1394.28
2012-03-15,2012-03-15 19:16:00,1402.6,1402.6,1402.6,1402.6
2012-03-16,2012-03-16 19:16:00,1404.17,1404.17,1404.17,1404.17
2012-03-19,2012-03-19 19:16:00,1409.75,1409.75,1409.75,1409.75
2012-03-20,2012-03-20 19:16:00,1405.52,1405.52,1405.52,1405.52
2012-03-21,2012-03-21 19:16:00,1402.89,1402.89,1402.89,1402.89
2012-03-22,2012-03-22 19:16:00,1392.78,1392.78,1392.78,1392.78
2012-03-23,2012-03-23 19:16:00,1397.11,1397.11,1397.11,1397.11
2012-03-26,2012-03-26 19:16:00,1416.51,1416.51,1416.51,1416.51
2012-03-27,2012-03-27 19:16:00,1412.52,1412.52,1412.52,1412.52
2012-03-28,2012-03-28 19:16:00,1405.54,1405.54,1405.54,1405.54
2012-03-29,2012-03-29 19:16:00,1403.28,1403.28,1403.28,1403.28
2012-03-30,2012-03-30 19:16:00,1408.47,1408.47,1408.47,1408.47
2012-04-02,2012-04-02 19:16:00,1419.04,1419.04,1419.04,1419.04
2012-04-03,2012-04-03 19:16:00,1413.38,1413.38,1413.38,1413.38
2012-04-04,2012-04-04 19:16:00,1398.96,1398.96,1398.96,1398.96
2012-04-05,2012-04-05 19:16:00,1398.08,1398.08,1398.08,1398.08
2012-04-06,2012-04-06 19:16:00,1398.08,1398.08,1398.08,1398.08
2012-04-09,2012-04-09 19:16:00,1382.2,1382.2,1382.2,1382.2
2012-04-10,2012-04-10 19:16:00,1358.59,1358.59,1358.59,1358.59
2012-04-11,2012-04-11 19:16:00,1368.71,1368.71,1368.71,1368.71
2012-04-12,2012-04-12 19:16:00,1387.57,1387.57,1387.57,1387.57
2012-04-13,2012-04-13 19:16:00,1370.26,1370.26,1370.26,1370.26
2012-04-16,2012-04-16 19:16:00,1369.57,1369.57,1369.57,1369.57
2012-04-17,2012-04-17 19:16:00,1390.78,1390.78,1390.78,1390.78
2012-04-18,2012-04-18 19:16:00,1385.14,1385.14,1385.14,1385.14
2012-04-19,2012-04-19 19:16:00,1376.92,1376.92,1376.92,1376.92
2012-04-20,2012-04-20 19:16:00,1378.53,1378.53,1378.53,1378.53
2012-04-23,2012-04-23 19:16:00,1366.94,1366.94,1366.94,1366.94
2012-04-24,2012-04-24 19:16:00,1371.97,1371.97,1371.97,1371.97
2012-04-25,2012-04-25 19:16:00,1390.69,1390.69,1390.69,1390.69
2012-04-26,2012-04-26 19:16:00,1399.98,1399.98,1399.98,1399.98
2012-04-27,2012-04-27 19:49:00,1403.36,1403.36,1403.36,1403.36
2012-04-30,2012-04-30 19:16:00,1397.91,1397.91,1397.91,1397.91
2012-05-01,2012-05-01 19:16:00,1405.82,1405.82,1405.82,1405.82
2012-05-02,2012-05-02 19:16:00,1402.31,1402.31,1402.31,1402.31
2012-05-03,2012-05-03 19:16:00,1391.57,1391.57,1391.57,1391.57
2012-05-04,2012-05-04 19:17:00,1369.1,1369.1,1369.1,1369.1
2012-05-07,2012-05-07 19:16:00,1369.58,1369.58,1369.58,1369.58
2012-05-08,2012-05-08 19:16:00,1363.72,1363.72,1363.72,1363.72
2012-05-09,2012-05-09 19:16:00,1354.58,1354.58,1354.58,1354.58
2012-05-10,2012-05-10 19:16:00,1357.99,1357.99,1357.99,1357.99
2012-05-11,2012-05-11 19:16:00,1353.39,1353.39,1353.39,1353.39
2012-05-14,2012-05-14 19:16:00,1338.35,1338.35,1338.35,1338.35
2012-05-15,2012-05-15 19:16:00,1330.66,1330.66,1330.66,1330.66
2012-05-16,2012-05-16 19:16:00,1324.8,1324.8,1324.8,1324.8
2012-05-17,2012-05-17 19:16:00,1304.86,1304.86,1304.86,1304.86
2012-05-18,2012-05-18 19:16:00,1295.22,1295.22,1295.22,1295.22
2012-05-21,2012-05-21 19:16:00,1315.99,1315.99,1315.99,1315.99
2012-05-22,2012-05-22 19:16:00,1316.63,1316.63,1316.63,1316.63
2012-05-23,2012-05-23 19:16:00,1318.86,1318.86,1318.86,1318.86
2012-05-24,2012-05-24 19:16:00,1320.68,1320.68,1320.68,1320.68
2012-05-25,2012-05-25 19:16:00,1317.82,1317.82,1317.82,1317.82
2012-05-28,2012-05-28 19:16:00,1317.82,1317.82,1317.82,1317.82
2012-05-29,2012-05-29 19:16:00,1332.42,1332.42,1332.42,1332.42
2012-05-30,2012-05-30 19:16:00,1313.32,1313.32,1313.32,1313.32
2012-05-31,2012-05-31 19:16:00,1310.33,1310.33,1310.33,1310.33
2012-06-01,2012-06-01 19:16:00,1278.04,1278.04,1278.04,1278.04
2012-06-04,2012-06-04 19:16:00,1278.18,1278.18,1278.18,1278.18
2012-06-05,2012-06-05 19:16:00,1285.5,1285.5,1285.5,1285.5
2012-06-06,2012-06-06 19:16:00,1315.13,1315.13,1315.13,1315.13
2012-06-07,2012-06-07 19:16:00,1314.99,1314.99,1314.99,1314.99
2012-06-08,2012-06-08 19:16:00,1325.66,1325.66,1325.66,1325.66
2012-06-11,2012-06-11 19:16:00,1308.93,1308.93,1308.93,1308.93
2012-06-12,2012-06-12 19:16:00,1324.18,1324.18,1324.18,1324.18
2012-06-13,2012-06-13 19:16:00,1314.88,1314.88,1314.88,1314.88
2012-06-14,2012-06-14 19:16:00,1329.1,1329.1,1329.1,1329.1
2012-06-15,2012-06-15 19:16:00,1342.84,1342.84,1342.84,1342.84
2012-06-18,2012-06-18 19:16:00,1344.78,1344.78,1344.78,1344.78
2012-06-19,2012-06-19 19:16:00,1357.98,1357.98,1357.98,1357.98
2012-06-20,2012-06-20 19:16:00,1355.69,1355.69,1355.69,1355.69
2012-06-21,2012-06-21 19:16:00,1325.51,1325.51,1325.51,1325.51
2012-06-22,2012-06-22 19:16:00,1335.02,1335.02,1335.02,1335.02
2012-06-25,2012-06-25 19:16:00,1313.72,1313.72,1313.72,1313.72
2012-06-26,2012-06-26 19:16:00,1319.99,1319.99,1319.99,1319.99
2012-06-27,2012-06-27 19:16:00,1331.85,1331.85,1331.85,1331.85
2012-06-28,2012-06-28 19:16:00,1329.04,1329.04,1329.04,1329.04
2012-06-29,2012-06-29 19:16:00,1362.16,1362.16,1362.16,1362.16
2012-07-02,2012-07-02 19:16:00,1365.51,1365.51,1365.51,1365.51
2012-07-03,2012-07-03 19:16:00,1374.02,1374.02,1374.02,1374.02
2012-07-04,2012-07-04 19:16:00,1374.02,1374.02,1374.02,1374.02
2012-07-05,2012-07-05 19:16:00,1367.58,1367.58,1367.58,1367.58
2012-07-06,2012-07-06 19:16:00,1354.68,1354.68,1354.68,1354.68
2012-07-09,2012-07-09 19:16:00,1352.46,1352.46,1352.46,1352.46
2012-07-10,2012-07-10 19:16:00,1341.47,1341.47,1341.47,1341.47
2012-07-11,2012-07-11 19:16:00,1341.45,1341.45,1341.45,1341.45
2012-07-12,2012-07-12 19:16:00,1334.76,1334.76,1334.76,1334.76
2012-07-13,2012-07-13 19:16:00,1356.78,1356.78,1356.78,1356.78
2012-07-16,2012-07-16 19:16:00,1353.64,1353.64,1353.64,1353.64
2012-07-17,2012-07-17 19:16:00,1363.67,1363.67,1363.67,1363.67
2012-07-18,2012-07-18 19:17:00,1372.78,1372.78,1372.78,1372.78
2012-07-19,2012-07-19 19:16:00,1376.51,1376.51,1376.51,1376.51
2012-07-20,2012-07-20 19:16:00,1362.66,1362.66,1362.66,1362.66
2012-07-23,2012-07-23 19:16:00,1350.52,1350.52,1350.52,1350.52
2012-07-24,2012-07-24 19:16:00,1338.31,1338.31,1338.31,1338.31
2012-07-25,2012-07-25 19:16:00,1337.89,1337.89,1337.89,1337.89
2012-07-26,2012-07-26 19:16:00,1360.02,1360.02,1360.02,1360.02
2012-07-27,2012-07-27 19:16:00,1385.97,1385.97,1385.97,1385.97
2012-07-30,2012-07-30 19:16:00,1385.3,1385.3,1385.3,1385.3
2012-07-31,2012-07-31 19:16:00,1379.32,1379.32,1379.32,1379.32
2012-08-01,2012-08-01 19:16:00,1375.32,1375.32,1375.32,1375.32
2012-08-02,2012-08-02 19:16:00,1365.0,1365.0,1365.0,1365.0
2012-08-03,2012-08-03 19:16:00,1390.99,1390.99,1390.99,1390.99
2012-08-06,2012-08-06 19:16:00,1394.23,1394.23,1394.23,1394.23
2012-08-07,2012-08-07 19:16:00,1401.35,1401.35,1401.35,1401.35
2012-08-08,2012-08-08 19:16:00,1402.22,1402.22,1402.22,1402.22
2012-08-09,2012-08-09 19:16:00,1402.8,1402.8,1402.8,1402.8
2012-08-10,2012-08-10 19:16:00,1405.87,1405.87,1405.87,1405.87
2012-08-13,2012-08-13 19:16:00,1404.11,1404.11,1404.11,1404.11
2012-08-14,2012-08-14 19:16:00,1403.93,1403.93,1403.93,1403.93
2012-08-15,2012-08-15 19:16:00,1405.53,1405.53,1405.53,1405.53
2012-08-16,2012-08-16 19:16:00,1415.51,1415.51,1415.51,1415.51
2012-08-17,2012-08-17 19:16:00,1418.16,1418.16,1418.16,1418.16
2012-08-20,2012-08-20 19:16:00,1418.13,1418.13,1418.13,1418.13
2012-08-21,2012-08-21 19:16:00,1413.17,1413.17,1413.17,1413.17
2012-08-22,2012-08-22 19:16:00,1413.49,1413.49,1413.49,1413.49
2012-08-23,2012-08-23 19:16:00,1402.08,1402.08,1402.08,1402.08
2012-08-24,2012-08-24 19:16:00,1411.13,1411.13,1411.13,1411.13
2012-08-27,2012-08-27 19:16:00,1410.44,1410.44,1410.44,1410.44
2012-08-28,2012-08-28 19:16:00,1409.3,1409.3,1409.3,1409.3
2012-08-29,2012-08-29 19:16:00,1410.49,1410.49,1410.49,1410.49
2012-08-30,2012-08-30 19:16:00,1399.48,1399.48,1399.48,1399.48
2012-08-31,2012-08-31 19:16:00,1406.58,1406.58,1406.58,1406.58
2012-09-03,2012-09-03 19:16:00,1406.58,1406.58,1406.58,1406.58
2012-09-04,2012-09-04 19:16:00,1404.94,1404.94,1404.94,1404.94
2012-09-05,2012-09-05 19:16:00,1403.44,1403.44,1403.44,1403.44
2012-09-06,2012-09-06 19:16:00,1432.12,1432.12,1432.12,1432.12
2012-09-07,2012-09-07 19:16:00,1437.92,1437.92,1437.92,1437.92
2012-09-10,2012-09-10 19:16:00,1429.08,1429.08,1429.08,1429.08
2012-09-11,2012-09-11 19:16:00,1433.56,1433.56,1433.56,1433.56
2012-09-12,2012-09-12 19:16:00,1436.56,1436.56,1436.56,1436.56
2012-09-13,2012-09-13 19:16:00,1459.99,1459.99,1459.99,1459.99
2012-09-14,2012-09-14 19:16:00,1465.77,1465.77,1465.77,1465.77
2012-09-17,2012-09-17 19:16:00,1461.19,1461.19,1461.19,1461.19
2012-09-18,2012-09-18 19:16:00,1459.32,1459.32,1459.32,1459.32
2012-09-19,2012-09-19 19:16:00,1461.05,1461.05,1461.05,1461.05
2012-09-20,2012-09-20 19:16:00,1460.26,1460.26,1460.26,1460.26
2012-09-21,2012-09-21 19:16:00,1460.15,1460.15,1460.15,1460.15
2012-09-24,2012-09-24 19:16:00,1456.89,1456.89,1456.89,1456.89
2012-09-25,2012-09-25 19:16:00,1441.59,1441.59,1441.59,1441.59
