Date,Open,High,Low,Close*,Adj Close**,Volume,,
09/19/12,"2,860.25","2,863.75","2,842.75","2,859.50","2,859.50","44,741",,
09/18/12,"2,858.00","2,872.00","2,849.75","2,859.00","2,859.00","61,131",,
09/17/12,"2,852.75","2,859.75","2,843.75","2,855.50","2,855.50","66,701",,
09/16/12,"2,858.00","2,858.50","2,845.75","2,852.00","2,852.00","111,463",,
09/13/12,"2,827.50","2,865.25","2,826.75","2,856.50","2,856.50","179,812",,
09/12/12,"2,796.00","2,842.00","2,785.25","2,827.50","2,827.50","389,648",,
09/11/12,"2,781.25","2,800.25","2,775.25","2,796.25","2,796.25","255,194",,
09/10/12,"2,784.50","2,799.75","2,777.75","2,779.25","2,779.25","181,217",,
09/09/12,"2,822.25","2,823.75","2,784.50","2,784.50","2,784.50","188,797",,
09/06/12,"2,826.50","2,836.25","2,817.00","2,823.00","2,823.00","194,752",,
09/05/12,"2,767.50","2,829.50","2,766.50","2,825.50","2,825.50","270,232",,
09/04/12,"2,775.25","2,780.75","2,757.00","2,767.50","2,767.50","216,605",,
09/03/12,"2,773.00","2,782.75","2,742.75","2,774.50","2,774.50","239,905",,
08/30/12,"2,755.00","2,785.25","2,745.25","2,771.00","2,771.00","293,090",,
08/29/12,"2,781.25","2,782.50","2,750.25","2,753.75","2,753.75","165,170",,
08/28/12,"2,782.00","2,790.50","2,771.25","2,781.25","2,781.25","134,170",,
08/27/12,"2,783.25","2,790.50","2,771.00","2,780.75","2,780.75","173,035",,
08/26/12,"2,784.00","2,795.75","2,776.50","2,782.75","2,782.75","140,197",,
08/23/12,"2,762.25","2,785.25","2,750.50","2,775.00","2,775.00","188,828",,
08/22/12,"2,782.00","2,792.50","2,754.00","2,761.00","2,761.00","213,607",,
08/21/12,"2,775.50","2,789.75","2,759.00","2,781.25","2,781.25","247,130",,
08/20/12,"2,781.00","2,802.50","2,761.50","2,774.00","2,774.00","242,251",,
08/19/12,"2,774.75","2,784.25","2,767.00","2,780.00","2,780.00","187,197",,
08/16/12,"2,765.75","2,780.50","2,763.25","2,776.00","2,776.00","151,382",,
08/15/12,"2,740.00","2,774.00","2,738.25","2,763.50","2,763.50","208,209",,
08/14/12,"2,725.75","2,740.75","2,718.50","2,738.50","2,738.50","162,515",,
08/13/12,"2,728.00","2,743.00","2,720.75","2,726.75","2,726.75","188,377",,
08/12/12,"2,720.00","2,729.75","2,705.75","2,728.00","2,728.00","148,106",,
08/09/12,"2,718.00","2,723.00","2,702.25","2,721.00","2,721.00","145,597",,
08/08/12,"2,707.25","2,723.25","2,703.50","2,717.75","2,717.75","151,552",,
08/07/12,"2,707.75","2,717.00","2,700.75","2,706.75","2,706.75","176,853",,
08/06/12,"2,687.75","2,723.00","2,686.25","2,710.00","2,710.00","187,004",,
08/05/12,"2,675.00","2,701.75","2,671.75","2,686.50","2,686.50","160,449",,
08/02/12,"2,619.75","2,681.25","2,616.00","2,671.00","2,671.00","225,449",,
08/01/12,"2,625.25","2,648.75","2,600.00","2,618.50","2,618.50","303,243",,
07/31/12,"2,634.75","2,656.25","2,618.50","2,625.00","2,625.00","252,194",,
07/30/12,"2,637.00","2,652.50","2,631.00","2,636.50","2,636.50","215,377",,
07/29/12,"2,640.00","2,657.75","2,628.25","2,635.75","2,635.75","235,413",,
07/26/12,"2,572.75","2,646.00","2,572.50","2,642.00","2,642.00","284,847",,
07/25/12,"2,543.00","2,593.50","2,529.75","2,572.50","2,572.50","290,555",,
07/24/12,"2,555.00","2,560.75","2,516.75","2,543.50","2,543.50","270,731",,
07/23/12,"2,579.25","2,590.00","2,545.00","2,548.50","2,548.50","282,945",,
07/22/12,"2,609.00","2,613.00","2,543.25","2,579.25","2,579.25","276,430",,
07/19/12,"2,653.50","2,657.50","2,612.75","2,613.25","2,613.25","237,989",,
07/18/12,"2,623.00","2,658.00","2,623.00","2,652.25","2,652.25","254,512",,
07/17/12,"2,587.75","2,628.50","2,576.75","2,620.00","2,620.00","244,551",,
07/16/12,"2,571.75","2,594.00","2,548.00","2,587.00","2,587.00","269,331",,
07/15/12,"2,577.25","2,584.50","2,561.25","2,571.50","2,571.50","158,595",,
07/12/12,"2,537.50","2,584.75","2,537.50","2,577.00","2,577.00","187,072",,
07/11/12,"2,563.50","2,569.75","2,516.50","2,537.75","2,537.75","235,274",,
07/10/12,"2,577.50","2,589.25","2,543.00","2,561.50","2,561.50","228,325",,
07/09/12,"2,606.00","2,625.50","2,568.50","2,578.00","2,578.00","250,297",,
07/08/12,"2,602.50","2,615.50","2,591.50","2,606.00","2,606.00","163,428",,
07/05/12,"2,642.50","2,644.75","2,590.50","2,609.00","2,609.00","253,562",,
07/04/12,"2,641.00","2,655.75","2,621.00","2,642.50","2,642.50","219,466",,
07/03/12,"2,615.00","2,642.50","2,613.50","2,641.50","2,641.50","105,725",,
07/01/12,"2,612.00","2,620.25","2,599.50","2,614.25","2,614.25","187,657",,
06/28/12,"2,528.25","2,616.25","2,518.75","2,609.75","2,609.75","252,211",,
06/27/12,"2,559.00","2,564.75","2,503.50","2,527.75","2,527.75","264,989",,
06/26/12,"2,548.25","2,571.50","2,542.50","2,557.75","2,557.75","184,611",,
06/25/12,"2,528.25","2,551.75","2,525.25","2,548.25","2,548.25","194,181",,
06/24/12,"2,573.75","2,577.25","2,521.00","2,526.50","2,526.50","186,964",,
06/21/12,"2,552.25","2,581.75","2,548.50","2,573.50","2,573.50","253,677",,
06/20/12,"2,618.25","2,620.50","2,548.50","2,551.75","2,551.75","289,047",,
06/19/12,"2,612.00","2,628.25","2,597.50","2,617.25","2,617.25","257,546",,
06/18/12,"2,589.25","2,626.00","2,585.00","2,612.50","2,612.50","218,312",,
06/17/12,"2,580.25","2,594.50","2,549.25","2,587.50","2,587.50","215,740",,
06/14/12,"2,542.00","2,554.00","2,539.25","2,547.50","2,547.50","223,665",,
06/13/12,"2,529.75","2,548.25","2,515.00","2,540.50","2,540.50","47,893",,
06/12/12,"2,549.25","2,557.75","2,519.50","2,528.00","2,528.00","78,437",,
06/11/12,"2,516.75","2,551.75","2,510.25","2,550.25","2,550.25","103,670",,
06/10/12,"2,587.00","2,604.00","2,513.50","2,515.25","2,515.25","152,735",,
06/07/12,"2,536.75","2,564.25","2,517.75","2,562.50","2,562.50","131,002",,
06/06/12,"2,551.00","2,570.50","2,532.00","2,536.25","2,536.25","274,330",,
06/05/12,"2,490.25","2,551.75","2,487.00","2,550.00","2,550.00","279,489",,
06/04/12,"2,471.75","2,492.00","2,459.50","2,488.75","2,488.75","209,961",,
06/03/12,"2,460.00","2,480.25","2,433.75","2,469.00","2,469.00","283,657",,
05/31/12,"2,520.00","2,522.00","2,454.00","2,455.00","2,455.00","362,792",,
05/30/12,"2,531.75","2,542.50","2,506.00","2,524.00","2,524.00","307,420",,
05/29/12,"2,560.00","2,561.00","2,520.25","2,530.75","2,530.75","307,814",,
05/28/12,"2,533.25","2,570.00","2,531.50","2,559.50","2,559.50","289,944",,
05/24/12,"2,536.25","2,551.50","2,518.25","2,524.00","2,524.00","186,910",,
05/23/12,"2,540.75","2,556.25","2,510.25","2,536.25","2,536.25","287,392",,
05/22/12,"2,536.75","2,552.25","2,497.50","2,540.50","2,540.50","313,137",,
05/21/12,"2,544.75","2,561.50","2,522.25","2,535.25","2,535.25","293,161",,
05/20/12,"2,472.50","2,546.50","2,465.00","2,543.50","2,543.50","299,364",,
05/17/12,"2,507.00","2,521.75","2,468.00","2,468.25","2,468.25","421,401",,
05/16/12,"2,559.75","2,571.00","2,504.75","2,504.75","2,504.75","348,697",,
05/15/12,"2,579.00","2,596.00","2,556.25","2,557.50","2,557.50","283,940",,
05/14/12,"2,587.00","2,616.25","2,574.50","2,578.25","2,578.25","324,953",,
05/13/12,"2,602.00","2,613.00","2,583.50","2,585.00","2,585.00","245,850",,
05/10/12,"2,619.25","2,640.25","2,597.50","2,610.75","2,610.75","266,269",,
05/09/12,"2,619.25","2,636.50","2,601.00","2,618.75","2,618.75","312,502",,
05/08/12,"2,624.25","2,632.25","2,584.25","2,619.25","2,619.25","373,576",,
05/07/12,"2,636.75","2,641.75","2,583.25","2,622.75","2,622.75","328,108",,
05/06/12,"2,610.25","2,648.25","2,586.50","2,636.50","2,636.50","238,011",,
05/03/12,"2,695.25","2,700.50","2,625.25","2,625.50","2,625.50","320,105",,
05/02/12,"2,728.00","2,738.25","2,692.00","2,692.00","2,692.00","274,369",,
05/01/12,"2,718.00","2,732.00","2,702.50","2,727.50","2,727.50","221,305",,
04/30/12,"2,719.50","2,753.00","2,710.50","2,718.50","2,718.50","180,909",,
04/29/12,"2,741.00","2,744.25","2,715.50","2,719.25","2,719.25","198,658",,
04/26/12,"2,719.50","2,746.00","2,708.75","2,736.75","2,736.75","211,998",,
04/25/12,"2,704.50","2,727.00","2,695.00","2,720.25","2,720.25","206,885",,
04/24/12,"2,632.50","2,706.75","2,632.00","2,704.50","2,704.50","339,631",,
04/23/12,"2,651.25","2,666.00","2,624.75","2,632.50","2,632.50","265,558",,
04/22/12,"2,671.00","2,675.00","2,625.00","2,650.25","2,650.25","318,640",,
04/19/12,"2,685.75","2,708.00","2,669.75","2,674.25","2,674.25","292,572",,
04/18/12,"2,698.25","2,735.00","2,671.50","2,683.50","2,683.50","435,456",,
04/17/12,"2,713.50","2,728.25","2,694.50","2,694.50","2,694.50","285,992",,
04/16/12,"2,665.00","2,728.25","2,654.25","2,712.75","2,712.75","300,859",,
04/15/12,"2,694.75","2,710.00","2,656.50","2,663.75","2,663.75","396,998",,
04/12/12,"2,738.50","2,742.75","2,691.00","2,693.50","2,693.50","293,032",,
04/11/12,"2,706.25","2,740.25","2,704.75","2,738.75","2,738.75","283,699",,
04/10/12,"2,698.50","2,723.75","2,697.50","2,704.25","2,704.25","270,038",,
04/09/12,"2,728.75","2,746.00","2,684.25","2,697.00","2,697.00","383,510",,
04/08/12,"2,725.75","2,748.00","2,718.75","2,728.50","2,728.50","192,709",,
04/04/12,"2,738.50","2,760.75","2,722.50","2,753.75","2,753.75","225,937",,
04/03/12,"2,780.50","2,781.00","2,724.75","2,736.50","2,736.50","273,624",,
04/02/12,"2,777.00","2,791.50","2,763.00","2,779.00","2,779.00","252,462",,
04/01/12,"2,758.00","2,783.75","2,743.50","2,777.00","2,777.00","210,984",,
03/29/12,"2,759.00","2,773.25","2,740.25","2,750.75","2,750.75","209,242",,
03/28/12,"2,765.25","2,773.25","2,737.00","2,758.25","2,758.25","246,572",,
03/27/12,"2,776.25","2,790.25","2,750.25","2,768.00","2,768.00","238,252",,
03/26/12,"2,775.75","2,789.50","2,772.00","2,775.75","2,775.75","179,109",,
03/25/12,"2,729.75","2,778.00","2,729.00","2,777.00","2,777.00","202,381",,
03/22/12,"2,732.50","2,746.50","2,710.75","2,728.75","2,728.75","198,235",,
03/21/12,"2,734.75","2,740.75","2,715.50","2,731.25","2,731.25","233,139",,
03/20/12,"2,736.25","2,748.50","2,730.00","2,735.25","2,735.25","210,535",,
03/19/12,"2,729.25","2,738.00","2,707.25","2,735.50","2,735.50","212,356",,
03/18/12,"2,708.50","2,735.00","2,700.25","2,727.75","2,727.75","229,820",,
03/15/12,"2,714.50","2,724.00","2,712.25","2,719.75","2,719.75","196,864",,
03/14/12,"2,705.00","2,721.25","2,701.00","2,715.75","2,715.75","59,061",,
03/13/12,"2,697.50","2,717.50","2,690.25","2,706.25","2,706.25","86,543",,
03/12/12,"2,650.50","2,700.50","2,649.75","2,697.75","2,697.75","147,067",,
03/11/12,"2,649.25","2,652.50","2,635.25","2,651.50","2,651.50","122,352",,
03/09/12,"2,637.50","2,652.50","2,631.50","2,648.50","2,648.50","126,691",,
03/08/12,"2,608.00","2,644.25","2,604.50","2,637.75","2,637.75","286,625",,
03/07/12,"2,589.75","2,614.50","2,588.25","2,608.75","2,608.75","260,566",,
03/06/12,"2,615.75","2,617.50","2,575.00","2,589.50","2,589.50","285,518",,
03/05/12,"2,639.75","2,645.00","2,605.50","2,616.00","2,616.00","223,081",,
03/02/12,"2,644.50","2,650.00","2,632.75","2,643.50","2,643.50","179,764",,
03/01/12,"2,623.75","2,646.25","2,616.50","2,643.25","2,643.25","257,365",,
02/29/12,"2,632.25","2,645.25","2,614.25","2,623.00","2,623.00","258,510",,
02/28/12,"2,609.50","2,635.00","2,607.50","2,632.00","2,632.00","199,721",,
02/27/12,"2,602.50","2,616.75","2,578.75","2,608.00","2,608.00","209,203",,
02/24/12,"2,600.25","2,609.50","2,598.00","2,601.50","2,601.50","147,647",,
02/23/12,"2,579.00","2,602.00","2,569.25","2,600.75","2,600.75","229,551",,
02/22/12,"2,590.25","2,600.50","2,575.25","2,578.75","2,578.75","186,677",,
02/21/12,"2,593.75","2,601.75","2,574.25","2,591.00","2,591.00","187,245",,
02/17/12,"2,593.75","2,597.50","2,572.00","2,582.00","2,582.00","216,108",,
02/16/12,"2,556.50","2,594.25","2,542.75","2,593.50","2,593.50","313,173",,
02/15/12,"2,576.50","2,600.50","2,552.50","2,557.50","2,557.50","393,394",,
02/14/12,"2,569.50","2,577.50","2,553.25","2,576.00","2,576.00","193,336",,
02/13/12,"2,556.75","2,571.25","2,551.75","2,567.75","2,567.75","165,757",,
02/10/12,"2,561.25","2,561.25","2,535.25","2,548.50","2,548.50","228,662",,
02/09/12,"2,545.00","2,565.00","2,535.25","2,561.00","2,561.00","244,811",,
02/08/12,"2,528.75","2,547.50","2,521.00","2,544.75","2,544.75","198,952",,
02/07/12,"2,524.75","2,534.75","2,511.75","2,529.25","2,529.25","176,247",,
02/06/12,"2,519.75","2,526.25","2,510.50","2,525.75","2,525.75","156,417",,
02/03/12,"2,492.00","2,530.00","2,489.75","2,523.00","2,523.00","168,427",,
02/02/12,"2,488.50","2,500.75","2,479.50","2,491.50","2,491.50","191,477",,
02/01/12,"2,455.00","2,494.25","2,453.50","2,487.50","2,487.50","206,687",,
01/31/12,"2,462.25","2,478.50","2,448.75","2,464.25","2,464.25","271,817",,
01/30/12,"2,460.00","2,465.50","2,429.25","2,462.00","2,462.00","182,360",,
01/27/12,"2,453.00","2,464.50","2,444.75","2,456.25","2,456.25","169,927",,
01/26/12,"2,460.25","2,476.00","2,440.75","2,453.25","2,453.25","186,795",,
01/25/12,"2,438.00","2,469.00","2,436.75","2,460.50","2,460.50","249,740",,
01/24/12,"2,435.50","2,439.75","2,419.50","2,437.50","2,437.50","146,667",,
01/23/12,"2,430.00","2,452.25","2,420.75","2,435.00","2,435.00","165,315",,
01/20/12,"2,428.00","2,437.00","2,422.75","2,434.75","2,434.75","153,095",,
01/19/12,"2,420.25","2,442.50","2,418.50","2,425.25","2,425.25","185,083",,
01/18/12,"2,390.25","2,423.00","2,387.75","2,420.50","2,420.50","214,767",,
01/17/12,"2,367.25","2,401.00","2,361.50","2,389.75","2,389.75","190,236",,
01/13/12,"2,378.00","2,386.75","2,348.50","2,373.50","2,373.50","199,235",,
01/12/12,"2,367.00","2,383.00","2,355.75","2,378.50","2,378.50","160,555",,
01/11/12,"2,363.25","2,373.25","2,352.50","2,367.00","2,367.00","173,538",,
01/10/12,"2,346.50","2,378.25","2,346.25","2,363.50","2,363.50","147,334",,
01/09/12,"2,353.25","2,363.50","2,338.50","2,346.75","2,346.75","152,188",,
01/06/12,"2,340.25","2,358.75","2,332.50","2,352.25","2,352.25","158,875",,
01/05/12,"2,329.00","2,347.50","2,309.25","2,339.50","2,339.50","195,109",,
01/04/12,"2,316.25","2,329.50","2,302.50","2,328.75","2,328.75","142,882",,
01/03/12,"2,312.50","2,328.25","2,308.00","2,316.00","2,316.00","177,461",,
12/30/11,"2,278.25","2,284.50","2,270.25","2,274.50","2,274.50","69,032",,
12/29/11,"2,262.25","2,282.00","2,258.25","2,277.25","2,277.25","100,733",,
12/28/11,"2,284.50","2,292.25","2,253.75","2,259.50","2,259.50","128,306",,
12/27/11,"2,280.00","2,296.50","2,275.00","2,284.50","2,284.50","73,764",,
12/23/11,"2,262.00","2,283.25","2,260.25","2,278.50","2,278.50","72,450",,
12/22/11,"2,241.00","2,264.25","2,234.50","2,260.75","2,260.75","128,977",,
12/21/11,"2,269.50","2,291.25","2,217.75","2,239.00","2,239.00","248,778",,
12/20/11,"2,214.00","2,283.25","2,212.25","2,266.75","2,266.75","227,829",,
12/19/11,"2,235.00","2,251.00","2,204.25","2,212.50","2,212.50","183,913",,
12/16/11,"2,223.25","2,249.00","2,223.25","2,242.25","2,242.25","214,925",,
12/15/11,"2,231.00","2,255.75","2,219.50","2,227.00","2,227.00","39,569",,
12/14/11,"2,271.00","2,279.75","2,220.00","2,232.25","2,232.25","80,080",,
12/13/11,"2,294.25","2,318.00","2,258.25","2,271.00","2,271.00","101,723",,
12/12/11,"2,321.50","2,325.50","2,273.25","2,294.00","2,294.00","95,705",,
12/09/11,"2,284.25","2,327.00","2,269.00","2,322.00","2,322.00","124,579",,
12/08/11,"2,322.75","2,341.00","2,277.75","2,285.25","2,285.25","215,994",,
12/07/11,"2,322.00","2,343.75","2,291.50","2,321.50","2,321.50","265,639",,
12/06/11,"2,320.00","2,341.50","2,312.75","2,321.50","2,321.50","212,669",,
12/05/11,"2,309.00","2,343.75","2,309.00","2,325.00","2,325.00","228,283",,
12/02/11,"2,309.25","2,344.75","2,300.75","2,303.25","2,303.25","201,365",,
12/01/11,"2,293.25","2,315.50","2,284.00","2,309.25","2,309.25","226,157",,
11/30/11,"2,212.00","2,296.50","2,196.25","2,295.00","2,295.00","296,698",,
11/29/11,"2,221.00","2,245.00","2,205.25","2,212.50","2,212.50","272,608",,
11/28/11,"2,183.00","2,228.00","2,178.25","2,221.00","2,221.00","288,245",,
11/25/11,"2,164.50","2,184.50","2,135.75","2,147.50","2,147.50","162,261",,
11/23/11,"2,214.00","2,216.75","2,161.00","2,161.00","2,161.00","252,323",,
11/22/11,"2,215.25","2,226.75","2,190.75","2,214.25","2,214.25","264,163",,
11/21/11,"2,244.00","2,244.00","2,187.00","2,213.50","2,213.50","300,992",,
11/18/11,"2,270.00","2,290.00","2,249.00","2,249.75","2,249.75","257,930",,
11/17/11,"2,314.25","2,332.75","2,256.00","2,268.25","2,268.25","369,831",,
11/16/11,"2,361.50","2,371.50","2,312.25","2,313.75","2,313.75","285,487",,
11/15/11,"2,343.25","2,374.25","2,310.00","2,359.75","2,359.75","257,276",,
11/14/11,"2,355.00","2,366.50","2,329.75","2,343.00","2,343.00","184,831",,
11/11/11,"2,308.50","2,360.25","2,301.50","2,350.25","2,350.25","187,760",,
11/10/11,"2,312.25","2,344.00","2,286.50","2,303.50","2,303.50","301,449",,
11/09/11,"2,394.75","2,397.50","2,302.50","2,311.00","2,311.00","337,138",,
11/08/11,"2,369.00","2,399.50","2,355.25","2,394.50","2,394.50","251,312",,
11/07/11,"2,351.00","2,371.50","2,319.50","2,369.75","2,369.75","245,858",,
11/03/11,"2,362.00","2,364.50","2,327.00","2,351.00","2,351.00","235,043",,
11/02/11,"2,317.00","2,366.50","2,279.00","2,361.00","2,361.00","322,415",,
11/01/11,"2,303.00","2,329.75","2,293.25","2,314.50","2,314.50","285,448",,
10/31/11,"2,353.25","2,355.75","2,282.75","2,303.50","2,303.50","445,641",,
10/30/11,"2,397.75","2,398.00","2,350.50","2,356.00","2,356.00","243,862",,
10/27/11,"2,393.75","2,401.75","2,378.50","2,396.50","2,396.50","213,787",,
10/26/11,"2,329.75","2,408.75","2,329.00","2,393.75","2,393.75","329,377",,
10/25/11,"2,323.25","2,350.25","2,286.75","2,326.50","2,326.50","322,352",,
10/24/11,"2,375.00","2,386.75","2,316.00","2,321.75","2,321.75","325,017",,
10/23/11,"2,326.75","2,385.75","2,320.25","2,374.75","2,374.75","241,760",,
10/20/11,"2,297.00","2,345.50","2,296.00","2,334.25","2,334.25","259,719",,
10/19/11,"2,316.25","2,332.75","2,268.50","2,301.00","2,301.00","351,193",,
10/18/11,"2,365.25","2,368.25","2,305.75","2,318.00","2,318.00","332,866",,
10/17/11,"2,321.00","2,371.50","2,304.75","2,363.75","2,363.75","381,902",,
10/16/11,"2,367.25","2,388.50","2,317.00","2,321.00","2,321.00","314,777",,
10/13/11,"2,326.25","2,369.00","2,320.25","2,367.25","2,367.25","274,440",,
10/12/11,"2,299.75","2,336.25","2,289.00","2,326.00","2,326.00","315,723",,
10/11/11,"2,287.00","2,329.00","2,274.50","2,296.50","2,296.50","304,865",,
10/10/11,"2,275.25","2,296.25","2,262.25","2,288.50","2,288.50","243,144",,
10/09/11,"2,206.00","2,277.25","2,203.00","2,276.75","2,276.75","223,258",,
10/06/11,"2,204.50","2,227.00","2,183.75","2,201.75","2,201.75","354,155",,
10/05/11,"2,167.25","2,213.75","2,148.50","2,204.75","2,204.75","386,531",,
10/04/11,"2,112.75","2,182.00","2,099.25","2,167.50","2,167.50","402,321",,
10/03/11,"2,067.25","2,126.75","2,035.75","2,113.50","2,113.50","537,716",,
10/02/11,"2,126.50","2,148.00","2,062.75","2,065.25","2,065.25","453,776",,
09/29/11,"2,193.00","2,198.50","2,122.25","2,134.50","2,134.50","386,656",,
09/28/11,"2,217.25","2,259.75","2,152.50","2,189.50","2,189.50","405,111",,
09/27/11,"2,252.25","2,275.75","2,212.00","2,218.50","2,218.50","325,688",,
09/26/11,"2,226.50","2,285.25","2,221.25","2,254.00","2,254.00","351,571",,
09/25/11,"2,190.50","2,232.50","2,162.25","2,226.00","2,226.00","390,098",,
09/22/11,"2,177.75","2,210.25","2,134.00","2,202.00","2,202.00","398,446",,
09/21/11,"2,245.75","2,249.50","2,144.50","2,174.50","2,174.50","581,136",,
09/20/11,"2,297.00","2,318.00","2,244.25","2,245.50","2,245.50","353,504",,
09/19/11,"2,298.75","2,332.50","2,283.75","2,296.50","2,296.50","325,787",,
09/18/11,"2,288.00","2,314.50","2,254.25","2,301.00","2,301.00","317,744",,
09/15/11,"2,290.25","2,298.50","2,275.50","2,292.79","2,292.79","313,377",,
09/14/11,"2,252.00","2,292.50","2,245.00","2,290.00","2,290.00","68,386",,
09/13/11,"2,221.00","2,278.25","2,191.75","2,252.00","2,252.00","94,261",,
09/12/11,"2,194.75","2,225.75","2,166.75","2,220.75","2,220.75","114,565",,
09/11/11,"2,159.75","2,198.75","2,122.00","2,195.00","2,195.00","125,382",,
09/08/11,"2,216.00","2,227.75","2,149.75","2,169.00","2,169.00","143,421",,
09/07/11,"2,223.00","2,244.00","2,205.25","2,216.75","2,216.75","254,052",,
09/06/11,"2,165.50","2,224.50","2,164.75","2,222.00","2,222.00","252,548",,
09/05/11,"2,159.50","2,171.25","2,108.25","2,165.25","2,165.25","341,285",,
09/01/11,"2,217.00","2,221.75","2,155.75","2,164.75","2,164.75","271,645",,
08/31/11,"2,243.50","2,263.75","2,215.50","2,217.25","2,217.25","262,316",,
08/30/11,"2,226.00","2,268.50","2,221.25","2,240.75","2,240.75","285,780",,
08/29/11,"2,219.50","2,249.50","2,201.25","2,227.00","2,227.00","254,838",,
08/28/11,"2,164.00","2,225.00","2,158.00","2,220.00","2,220.00","198,317",,
08/25/11,"2,111.00","2,169.00","2,080.75","2,164.00","2,164.00","344,089",,
08/24/11,"2,138.75","2,152.00","2,101.00","2,111.00","2,111.00","308,466",,
08/23/11,"2,124.00","2,147.50","2,096.25","2,139.00","2,139.00","270,378",,
08/22/11,"2,046.75","2,129.25","2,037.00","2,124.00","2,124.00","273,713",,
08/21/11,"2,041.00","2,085.50","2,022.25","2,044.00","2,044.00","254,177",,
08/18/11,"2,084.75","2,102.00","2,033.75","2,041.00","2,041.00","374,568",,
08/17/11,"2,175.75","2,175.75","2,053.00","2,082.00","2,082.00","444,399",,
08/16/11,"2,198.00","2,214.00","2,157.25","2,175.25","2,175.25","273,534",,
08/15/11,"2,204.50","2,211.25","2,163.50","2,199.00","2,199.00","294,934",,
08/14/11,"2,183.75","2,211.50","2,176.50","2,206.50","2,206.50","224,281",,
08/11/11,"2,158.00","2,192.50","2,114.00","2,177.50","2,177.50","292,340",,
08/10/11,"2,082.75","2,184.50","2,057.50","2,158.00","2,158.00","421,381",,
08/09/11,"2,154.00","2,168.25","2,065.75","2,085.00","2,085.00","543,270",,
08/08/11,"2,043.00","2,161.25","1,972.25","2,155.00","2,155.00","715,540",,
08/07/11,"2,145.00","2,170.75","2,031.50","2,038.00","2,038.00","731,047",,
08/04/11,"2,213.75","2,239.25","2,128.75","2,187.00","2,187.00","683,266",,
08/03/11,"2,303.75","2,319.50","2,195.00","2,209.50","2,209.50","536,231",,
08/02/11,"2,290.00","2,314.50","2,253.00","2,302.50","2,302.50","448,373",,
08/01/11,"2,347.25","2,355.25","2,285.75","2,288.25","2,288.25","340,611",,
07/31/11,"2,386.00","2,395.00","2,320.75","2,346.00","2,346.00","356,651",,
07/28/11,"2,370.75","2,385.25","2,338.00","2,359.25","2,359.25","335,802",,
07/27/11,"2,360.00","2,398.75","2,355.75","2,370.00","2,370.00","287,066",,
07/26/11,"2,424.50","2,425.75","2,358.25","2,357.75","2,357.75","328,563",,
07/25/11,"2,423.00","2,435.50","2,412.75","2,423.50","2,423.50","185,139",,
07/24/11,"2,417.75","2,434.50","2,380.00","2,423.50","2,423.50","195,167",,
07/21/11,"2,402.50","2,429.75","2,396.25","2,428.00","2,428.00","184,217",,
07/20/11,"2,381.75","2,414.50","2,365.00","2,410.00","2,410.00","278,950",,
07/19/11,"2,389.75","2,413.50","2,381.00","2,381.75","2,381.75","253,753",,
07/18/11,"2,341.75","2,399.75","2,339.00","2,389.00","2,389.00","275,586",,
07/17/11,"2,354.50","2,355.25","2,318.75","2,340.00","2,340.00","249,078",,
07/14/11,"2,338.00","2,358.75","2,331.50","2,355.50","2,355.50","254,820",,
07/13/11,"2,345.75","2,368.25","2,314.50","2,334.00","2,334.00","344,083",,
07/12/11,"2,344.50","2,375.00","2,337.75","2,344.50","2,344.50","267,288",,
07/11/11,"2,365.75","2,366.50","2,330.50","2,344.50","2,344.50","304,899",,
07/10/11,"2,404.25","2,404.25","2,351.25","2,367.00","2,367.00","280,079",,
07/07/11,"2,415.25","2,421.75","2,375.75","2,408.50","2,408.50","283,491",,
07/06/11,"2,376.00","2,416.00","2,375.75","2,415.50","2,415.50","214,745",,
07/05/11,"2,370.00","2,380.75","2,358.50","2,375.25","2,375.25","257,899",,
07/04/11,"2,355.00","2,372.00","2,351.50","2,372.00","2,372.00","249,553",,
06/30/11,"2,318.75","2,360.75","2,316.75","2,355.25","2,355.25","238,609",,
06/29/11,"2,293.25","2,323.50","2,287.50","2,321.00","2,321.00","201,935",,
06/28/11,"2,283.00","2,300.50","2,274.75","2,294.00","2,294.00","252,700",,
06/27/11,"2,250.50","2,285.00","2,241.50","2,284.00","2,284.00","237,750",,
06/26/11,"2,208.75","2,260.00","2,191.50","2,249.00","2,249.00","287,433",,
06/23/11,"2,237.50","2,258.50","2,206.75","2,207.75","2,207.75","316,081",,
06/22/11,"2,229.00","2,253.50","2,199.50","2,237.50","2,237.50","415,542",,
06/21/11,"2,243.25","2,250.75","2,228.75","2,229.50","2,229.50","223,745",,
06/20/11,"2,199.50","2,249.75","2,198.00","2,244.00","2,244.00","339,993",,
06/19/11,"2,189.50","2,207.00","2,174.00","2,200.00","2,200.00","215,125",,
06/16/11,"2,199.75","2,220.00","2,191.75","2,225.78","2,225.78","308,529",,
06/15/11,"2,211.50","2,217.50","2,180.75","2,199.25","2,199.25","44,964",,
06/14/11,"2,249.50","2,250.25","2,204.25","2,209.00","2,209.00","71,822",,
06/13/11,"2,226.00","2,256.25","2,220.25","2,250.75","2,250.75","119,162",,
06/12/11,"2,217.00","2,234.00","2,214.50","2,223.25","2,223.25","91,589",,
06/09/11,"2,252.50","2,255.75","2,218.50","2,221.25","2,221.25","136,078",,
