,Date,Open,High,Low,Close,Vol
0,2010-01-04,10580.78,10583.13,10580.78,10583.13,0.0
1,2010-01-05,10568.24,10568.92,10567.41,10568.92,0.0
2,2010-01-06,10571.87,10573.0,10571.79,10572.47,0.0
3,2010-01-07,10605.12,10608.07,10605.12,10608.07,0.0
4,2010-01-08,10612.0,10614.19,10611.92,10614.19,0.0
5,2010-01-09,10617.66,10618.19,10617.66,10618.19,0.0
6,2010-01-10,10639.77,10641.205,10639.654999999999,10641.205,0.0
7,2010-01-11,10661.88,10664.22,10661.65,10664.22,0.0
8,2010-01-12,10620.91,10621.59,10620.54,10621.44,0.0
9,2010-01-13,10688.1,10688.1,10684.47,10684.47,0.0
10,2010-01-14,10711.53,10711.53,10709.79,10709.79,0.0
11,2010-01-15,10613.21,10614.19,10610.86,10614.19,0.0
12,2010-01-16,10609.65,10609.65,10609.65,10609.65,0.0
13,2010-01-17,10648.42,10648.446666666667,10648.066666666666,10648.119999999999,0.0
14,2010-01-18,10687.189999999999,10687.243333333334,10686.483333333334,10686.59,0.0
15,2010-01-19,10725.96,10726.04,10724.9,10725.06,0.0
16,2010-01-20,10606.71,10607.23,10605.19,10605.87,0.0
17,2010-01-21,10392.0,10392.53,10388.6,10389.43,0.0
18,2010-01-22,10171.77,10174.04,10164.21,10165.65,0.0
19,2010-01-23,10172.98,10172.98,10172.98,10172.98,0.0
20,2010-01-24,10187.3,10188.435,10187.04,10187.189999999999,0.0
21,2010-01-25,10201.62,10203.89,10201.1,10201.4,0.0
22,2010-01-26,10199.89,10199.89,10197.32,10197.54,0.0
23,2010-01-27,10234.5,10241.07,10234.5,10241.07,0.0
24,2010-01-28,10129.15,10130.74,10128.47,10129.37,0.0
25,2010-01-29,10083.73,10083.73,10072.39,10072.39,0.0
26,2010-01-30,10067.1,10067.33,10067.1,10067.33,0.0
27,2010-01-31,10128.39,10128.505000000001,10127.07,10127.185000000001,0.0
28,2010-02-01,10189.68,10189.68,10187.04,10187.04,0.0
29,2010-02-02,10299.49,10302.74,10299.49,10302.67,0.0
30,2010-02-03,10271.91,10271.91,10267.53,10270.25,0.0
