,Date,Open,High,Low,Close,Vol
0,2010-01-10,10639.77,10641.205,10639.655,10641.205,0.0
1,2010-01-17,10648.42,10648.446666666669,10648.066666666666,10648.12,0.0
2,2010-01-24,10187.3,10188.435,10187.04,10187.19,0.0
3,2010-01-31,10128.39,10128.505,10127.07,10127.185,0.0
4,2010-02-07,9964.395,9964.544999999998,9962.62,9963.485,0.0
5,2010-02-14,10152.853333333333,10155.146666666666,10150.913333333334,10153.333333333334,0.0
6,2010-02-21,10388.485,10390.3,10388.41,10390.185,0.0
7,2010-02-28,10363.845,10364.64,10363.695,10364.185,0.0
8,2010-03-07,10558.56,10559.17,10558.26,10558.525,0.0
9,2010-03-14,10623.595,10623.745,10620.57,10622.65,0.0
10,2010-03-21,10764.88,10767.96,10764.426666666666,10764.88,0.0
11,2010-03-28,10890.566666666666,10892.86,10890.26,10892.606666666668,0.0
12,2010-04-04,10955.253333333332,10955.76,10955.23,10955.383333333331,0.0
13,2010-04-11,11003.665,11003.7,11002.45,11002.45,0.0
14,2010-04-18,11054.825,11057.02,11054.6,11056.675,0.0
15,2010-04-25,11206.315,11206.355,11204.16,11205.45,0.0
16,2010-05-02,11078.48,11079.2,11077.195,11078.705,0.0
17,2010-05-09,10586.525,10586.755,10585.09,10585.32,0.0
18,2010-05-16,10627.905,10627.905,10625.335,10625.335,0.0
19,2010-05-23,10125.22,10128.505,10125.22,10128.32,0.0
20,2010-05-30,10104.083333333332,10104.083333333332,10100.403333333334,10101.186666666666,0.0
21,2010-06-06,9874.955,9876.955,9872.384999999998,9872.685,0.0
22,2010-06-13,10202.38,10202.875,10198.715,10199.09,0.0
23,2010-06-20,10448.64,10448.64,10446.41,10446.41,0.0
24,2010-06-27,10142.26,10144.15,10141.43,10141.62,0.0
25,2010-07-04,9700.203333333331,9703.586666666666,9700.153333333334,9703.586666666666,0.0
26,2010-07-11,10202.645,10206.73,10202.57,10206.465,15.0
27,2010-07-18,10128.19,10128.89,10126.66,10126.66,0.0
28,2010-07-25,10473.51,10474.305,10473.51,10474.305,0.0
29,2010-08-01,10568.57,10568.985,10567.985,10568.495,0.0
30,2010-08-08,10675.435,10676.25,10675.055,10675.66,0.0
31,2010-08-15,10302.43,10303.435,10301.485,10303.0,0.0
